MD(ft),Hookload(kips),Torque(klb-ft),SPP(psi),Torque(klb-ft)
3431,,4297.117580,1987.305170,
3431.5,,4317.541629,1986.590185,
3432,,5153.869800,2009.231556,
3432.5,,4513.796921,2023.415604,
3433,,4904.393134,2030.119745,
3433.5,,4495.994728,2015.557735,
3434,,4487.202545,2016.779101,
3434.5,,4238.778266,2018.549721,
3435,,4852.378161,2022.301776,
3435.5,,4578.245088,2024.001630,
3436,,4409.327736,2030.282517,
3436.5,,4632.891293,2033.630221,
3437,,4833.582587,2032.465994,
3437.5,,4560.761059,2035.534547,
3438,,4936.524598,2039.993036,
3438.5,,5008.592679,2028.278451,
3439,,4460.362377,2039.838256,
3439.5,,4015.243872,2048.922381,
3440,,4526.191288,2018.435358,
3440.5,,4589.959721,2031.180634,
3441,,4607.725987,2033.255142,
3441.5,,4308.603549,2062.766503,
3442,,4757.782064,2018.074800,
3442.5,,4428.008398,2035.734104,
3443,,4761.247613,2053.139301,
3443.5,,4580.296574,2064.250170,
3444,,4106.108853,2038.173201,
3444.5,,4592.504571,2036.384887,
3445,,4760.137897,2054.549582,
3445.5,,4660.116448,2071.044783,
3446,,4655.194458,2018.694039,
3446.5,,4836.199815,2061.923777,
3447,,4802.485116,2020.341873,
3447.5,,4506.094638,2054.303728,
3448,,4654.222524,2024.410562,
3448.5,,4574.332673,2052.494316,
3449,,4952.676662,2020.896146,
3449.5,,4648.708522,2041.329609,
3450,,4932.542538,2034.916082,
3450.5,,4604.133188,2023.162712,
3451,,4545.203269,2023.702187,
3451.5,,4927.295520,2005.114603,
3452,,4567.793043,2044.668875,
3452.5,,4883.080219,2026.441877,
3453,,5051.728398,2043.121927,
3453.5,,4905.355599,2038.375577,
3454,,5016.778714,2044.404064,
3454.5,,4820.640863,2041.037876,
3455,,4819.182083,2024.542784,
3455.5,,4763.438592,2047.217019,
3456,,4878.008980,2040.496163,
3456.5,,4932.587788,2019.652583,
3457,,4554.185209,2035.215772,
3457.5,,4330.272717,2028.449618,
3458,,4528.655079,2027.971143,
3458.5,,3991.538193,2026.765162,
3459,,4649.614995,2014.867133,
3459.5,,4561.820654,2033.803640,
3460,,5067.707848,2016.286604,
3460.5,,4903.962197,2052.263747,
3461,,4264.122730,2053.687297,
3461.5,,4300.367522,1999.169473,
3462,,4317.278992,2021.731479,
3462.5,,4384.404104,2017.368938,
3463,,4545.732563,1997.603041,
3463.5,,4245.733634,2015.226998,
3464,,4175.216008,2006.230959,
3464.5,,4078.314586,1996.273216,
3465,,4368.617507,2007.954864,
3465.5,,4213.638564,1982.871430,
3466,,3929.230212,1955.195273,
3466.5,,4229.313439,1988.026475,
3467,,4156.750425,1945.300610,
3467.5,,4548.808268,2033.116803,
3468,,4866.681439,2034.304476,
3468.5,,4823.910909,2076.278537,
3469,,4572.031575,2014.686186,
3469.5,,4320.370861,2077.600273,
3470,,4300.499007,2017.713955,
3470.5,,4597.709010,2033.543479,
3471,,4813.331508,2031.660951,
3471.5,,4824.633564,2033.807288,
3472,130.500000,4843.022319,2051.609537,458.000000
3472.5,116.310747,4654.691332,2030.165186,1803.676610
3473,112.244798,4455.771203,2005.974738,2099.231196
3473.5,109.044603,2884.172371,1873.573870,2683.765767
3474,108.819623,3043.795337,1899.085713,2456.496937
3474.5,,5021.226631,2115.968851,
3475,,5645.900000,2155.400000,
3475.5,,4087.436652,2202.771234,
3476,,4426.234620,2193.816389,
3476.5,,4360.550298,2199.450715,
3477,,4396.340502,2198.965409,
3477.5,,4599.248121,2181.374319,
3478,,4414.540102,2202.431826,
3478.5,,5108.289783,2197.411585,
3479,,4749.557115,2183.900136,
3479.5,,4729.394751,2215.761127,
3480,,4780.489060,2220.031675,
3480.5,,4671.700591,2231.550519,
3481,,4669.404001,2208.415013,
3481.5,,4461.156619,2216.440369,
3482,,4419.386797,2181.876259,
3482.5,,4131.765446,2203.646032,
3483,,4182.350561,2147.750939,
3483.5,,4592.933273,2201.285886,
3484,,4202.894716,2188.088643,
3484.5,,4826.819619,2226.501804,
3485,,4606.481487,2175.373712,
3485.5,,4620.049062,2234.217120,
3486,,4495.241824,2189.458580,
3486.5,,4886.242232,2215.493092,
3487,,4580.260107,2203.148253,
3487.5,,4231.767675,2227.226290,
3488,,4374.422268,2190.786212,
3488.5,,4622.498203,2207.719458,
3489,,4815.003657,2246.749191,
3489.5,,4357.941339,2214.948251,
3490,,4875.377588,2253.287631,
3490.5,,4847.983771,2209.090482,
3491,,4959.323650,2246.593681,
3491.5,,4592.158181,2219.483812,
3492,,4228.226302,2240.951027,
3492.5,,3683.692610,2184.180662,
3493,,4504.187427,2217.684944,
3493.5,,4512.555424,2145.663609,
3494,,3392.679667,2099.550186,
3494.5,,3348.742701,2078.608486,
3495,,3502.810285,2097.083164,
3495.5,,4268.328249,2137.914458,
3496,,3863.064246,2188.426736,
3496.5,,4877.982622,2216.099141,
3497,,4355.243301,2233.977753,
3497.5,,3741.200865,2130.338514,
3498,,3392.320310,2109.403371,
3498.5,,4057.515942,2158.730559,
3499,,4169.440861,2237.416810,
3499.5,,5125.195241,2247.925219,
3500,,4300.309935,2227.737457,
3500.5,,4331.831852,2205.345971,
3501,,3518.336362,2143.932385,
3501.5,,3484.034248,2115.826382,
3502,,3448.592389,2105.966964,
3502.5,,3387.136099,2133.781590,
3503,,3540.465415,2136.877497,
3503.5,,3486.011667,2142.589266,
3504,,3722.355935,2151.176019,
3504.5,,4386.714146,2200.981874,
3505,,4322.182644,2217.414146,
3505.5,,3880.521590,2212.556914,
3506,,4080.951559,2208.398710,
3506.5,,4497.801451,2203.084136,
3507,,4489.278000,2215.631044,
3507.5,,4405.473453,2196.826523,
3508,,3717.344090,2132.248117,
3508.5,,3639.919493,2125.786809,
3509,,3615.478856,2116.014999,
3509.5,,3700.548087,2115.007021,
3510,,3852.864842,2120.331184,
3510.5,,4128.225936,2144.023507,
3511,,4353.329431,2188.416396,
3511.5,,4249.630511,2187.367805,
3512,,4568.683997,2183.964586,
3512.5,,4309.419693,2178.515940,
3513,,4163.976575,2172.812875,
3513.5,,4122.649809,2159.094470,
3514,,4146.233917,2157.858385,
3514.5,,4642.603752,2200.636523,
3515,,4111.047052,2189.281841,
3515.5,,4029.537409,2168.591109,
3516,,4219.942284,2167.161766,
3516.5,,4598.784172,2196.516839,
3517,,4238.707814,2185.756184,
3517.5,,4315.402830,2183.281081,
3518,,4226.380715,2187.547076,
3518.5,,4077.932496,2146.536563,
3519,,4227.253899,2136.336194,
3519.5,,3925.469881,2131.556530,
3520,,3738.591303,2126.443291,
3520.5,,4243.913124,2179.229918,
3521,,4256.932053,2186.583416,
3521.5,,4290.084276,2153.026465,
3522,,4036.674859,2186.789570,
3522.5,,4112.984704,2167.710699,
3523,,3873.898752,2184.652401,
3523.5,,4085.992408,2168.401373,
3524,,3721.234040,2169.462031,
3524.5,,3920.082846,2183.768619,
3525,,4114.042699,2169.796889,
3525.5,,4156.760824,2158.167648,
3526,,3826.188881,2179.967572,
3526.5,,4177.811326,2180.027450,
3527,,4135.924349,2187.110766,
3527.5,,3853.151753,2165.580974,
3528,,4012.114988,2190.455651,
3528.5,,4253.100270,2185.143907,
3529,,3903.999908,2175.466683,
3529.5,,3878.766334,2151.395354,
3530,,4279.412039,2163.352165,
3530.5,,3734.008989,2140.868017,
3531,,4166.543316,2149.907126,
3531.5,,4274.206970,2189.579254,
3532,,4456.964190,2169.371052,
3532.5,,4007.956660,2179.057784,
3533,,3676.401759,2157.019785,
3533.5,,3776.335532,2136.013844,
3534,,3769.989934,2150.513355,
3534.5,,3647.563608,2130.199884,
3535,,3951.914090,2139.931178,
3535.5,,3866.767304,2186.225688,
3536,,4036.965126,2141.375788,
3536.5,,3538.017228,2165.719427,
3537,,4319.380451,2187.759733,
3537.5,,3914.972455,2175.261182,
3538,,3994.989839,2162.938121,
3538.5,,4054.230854,2174.730877,
3539,,3714.360909,2145.154410,
3539.5,,3713.372253,2129.573030,
3540,,4136.023080,2156.633321,
3540.5,,4088.711835,2194.308245,
3541,,3578.334088,2164.559732,
3541.5,,3643.265680,2145.890248,
3542,,3917.714241,2162.661909,
3542.5,,4144.767785,2182.014531,
3543,,4162.956481,2193.227054,
3543.5,,4090.581431,2180.203831,
3544,,3940.661663,2169.533956,
3544.5,,3933.241219,2148.846170,
3545,,4631.668752,2183.909300,
3545.5,,4169.252530,2184.576766,
3546,,3561.711567,2137.217136,
3546.5,,3620.404199,2130.275129,
3547,,3693.627130,2132.056285,
3547.5,,4132.082066,2208.254263,
3548,,4088.030966,2170.976267,
3548.5,,3724.713149,2165.238718,
3549,,3563.459571,2144.366683,
3549.5,,3651.388195,2131.878282,
3550,,3485.339049,2117.626515,
3550.5,,4248.889070,2195.851179,
3551,,4120.436710,2173.141264,
3551.5,,4152.135175,2186.080402,
3552,,4566.334419,2209.269332,
3552.5,,4663.313121,2204.668096,
3553,,4325.415933,2202.333091,
3553.5,,4297.974567,2196.650981,
3554,,4457.236957,2220.279653,
3554.5,,4204.098258,2187.868787,
3555,,4432.977527,2215.349843,
3555.5,,4556.001261,2209.532125,
3556,,4007.541190,2201.425517,
3556.5,,4031.088366,2220.276861,
3557,,4622.464423,2208.740451,
3557.5,,4714.708868,2207.496889,
3558,,4211.176965,2214.618535,
3558.5,,4119.110143,2205.376163,
3559,,4178.157234,2156.293159,
3559.5,,4055.651540,2173.703762,
3560,,4335.936486,2207.924766,
3560.5,,4012.552170,2189.261479,
3561,,4056.786367,2159.675178,
3561.5,,4427.867832,2197.542936,
3562,,4455.382716,2187.463260,
3562.5,,4288.383184,2207.268325,
3563,,4207.524462,2180.614328,
3563.5,,4392.153660,2198.223324,
3564,,4372.603996,2197.176853,
3564.5,,4382.215958,2189.966418,
3565,,4092.338998,2173.428902,
3565.5,111.798627,4163.186582,2159.429134,319.482059
3566,113.065828,4399.853559,2164.028309,1187.219718
3566.5,106.727826,4057.182049,2155.511044,2587.436987
3567,101.712518,3048.225838,2046.403430,2959.028507
3567.5,101.925000,4497.381265,2110.983708,3486.300000
3568,,4741.055076,2128.845530,
3568.5,,4460.263712,2140.274089,
3569,,4700.925341,2143.459879,
3569.5,,4545.487116,2147.117924,
3570,,4411.956515,2140.115237,
3570.5,,3930.648804,2108.930221,
3571,,4480.567554,2131.897119,
3571.5,,4392.138245,2157.767998,
3572,,4639.221052,2162.664978,
3572.5,,4391.665811,2177.141088,
3573,,4559.329293,2172.495067,
3573.5,,4227.737710,2157.669729,
3574,,4649.381216,2157.624436,
3574.5,,4027.837250,2136.932266,
3575,,3938.878372,2108.539194,
3575.5,,3817.515587,2109.333415,
3576,,4218.464923,2139.332482,
3576.5,,4249.296594,2121.196018,
3577,,4289.397624,2126.189043,
3577.5,,4518.052161,2146.195612,
3578,,4781.574789,2175.312215,
3578.5,,4459.672070,2184.339240,
3579,,4460.979600,2199.716519,
3579.5,,4361.538988,2159.144023,
3580,,4620.294395,2170.730203,
3580.5,,4541.954184,2191.849220,
3581,,4851.477091,2183.184932,
3581.5,,4819.708415,2176.961981,
3582,,4911.035696,2194.150379,
3582.5,,4837.756391,2183.477462,
3583,,4449.072788,2177.000020,
3583.5,,4512.228456,2167.626722,
3584,,4530.986384,2181.899120,
3584.5,,4846.579857,2184.737905,
3585,,4644.432105,2185.572282,
3585.5,,4554.591369,2195.410798,
3586,,3915.718689,2163.212730,
3586.5,,4123.798026,2143.136092,
3587,,4313.095850,2168.384196,
3587.5,,4835.214863,2176.381713,
3588,,4366.699100,2196.339992,
3588.5,,4385.472717,2186.972002,
3589,,4545.708262,2180.841278,
3589.5,,4142.377371,2156.973918,
3590,,4270.270546,2161.040009,
3590.5,,4391.727420,2196.851761,
3591,,4588.099370,2181.014690,
3591.5,,4644.227192,2195.673202,
3592,,4316.398517,2150.606163,
3592.5,,4499.296555,2183.117955,
3593,,4881.160794,2164.924864,
3593.5,,4477.327463,2213.620321,
3594,,4951.710548,2189.272587,
3594.5,,4197.354551,2200.594132,
3595,,4172.308582,2154.748511,
3595.5,,4428.841869,2139.663435,
3596,,4358.800372,2155.339724,
3596.5,,4168.555422,2160.694570,
3597,,4238.167825,2154.748455,
3597.5,,4448.773957,2167.092259,
3598,,4573.426506,2176.918527,
3598.5,,4367.760445,2188.951743,
3599,,4329.868128,2201.441257,
3599.5,,4409.449595,2194.856780,
3600,,4430.548866,2196.809145,
3600.5,,4410.057818,2167.536548,
3601,,3946.560692,2140.857228,
3601.5,,3973.833564,2153.593147,
3602,,4530.486197,2182.754891,
3602.5,,4250.095033,2197.289188,
3603,,4252.242416,2173.641586,
3603.5,,4282.537175,2176.806785,
3604,,4307.900274,2175.702044,
3604.5,,3809.902052,2183.176133,
3605,,4127.059663,2147.585825,
3605.5,,4050.634292,2180.137446,
3606,,4044.957746,2131.792938,
3606.5,,3773.205190,2123.204847,
3607,,4158.694052,2162.654799,
3607.5,,4153.860981,2212.907957,
3608,,3962.756111,2142.422797,
3608.5,,4330.947603,2171.804862,
3609,,4208.603852,2197.196137,
3609.5,,4177.134477,2184.816367,
3610,,4958.090630,2213.934123,
3610.5,,4219.407151,2190.505041,
3611,,4538.869363,2215.387195,
3611.5,,3850.403520,2161.441131,
3612,,4611.654995,2191.998023,
3612.5,,4945.122637,2220.736124,
3613,,4033.164490,2203.559114,
3613.5,,4156.944614,2165.331043,
3614,,3843.222591,2152.327582,
3614.5,,3891.013032,2137.793821,
3615,,4146.637278,2177.372122,
3615.5,,4381.356385,2187.774786,
3616,,4287.453811,2193.085645,
3616.5,,4249.679191,2160.099195,
3617,,4108.527170,2138.352347,
3617.5,,2656.042698,2014.262846,
3618,,3760.851525,2044.727341,
3618.5,,4720.285896,2196.920348,
3619,,4584.887156,2195.373477,
3619.5,,3910.280442,2151.341164,
3620,,4082.404423,2169.133168,
3620.5,,3910.584769,2139.452031,
3621,,3989.886253,2124.247559,
3621.5,,4213.106681,2176.958061,
3622,,4103.838769,2207.900386,
3622.5,,4444.390740,2179.158676,
3623,,4295.058406,2204.813563,
3623.5,,4848.259945,2200.456212,
3624,,4717.829199,2206.905139,
3624.5,,4531.635503,2217.299090,
3625,,4660.684523,2197.645445,
3625.5,,4484.011562,2179.667478,
3626,,4716.056086,2214.782445,
3626.5,,4742.734414,2218.419234,
3627,,4716.618061,2218.973251,
3627.5,,4285.754194,2179.989403,
3628,,4066.268071,2144.398369,
3628.5,,4629.269909,2187.441126,
3629,,4217.880845,2204.851247,
3629.5,,4262.488237,2183.698627,
3630,,4316.236331,2196.750233,
3630.5,,4833.103643,2228.988456,
3631,,4785.449757,2203.081784,
3631.5,,4434.777566,2224.729082,
3632,,4219.133836,2199.726255,
3632.5,,3930.945740,2162.077292,
3633,,4705.186941,2212.591670,
3633.5,,4450.095321,2200.316868,
3634,,3924.813604,2149.204211,
3634.5,,4756.132808,2215.975215,
3635,,4433.836952,2223.437578,
3635.5,,4541.059917,2203.153274,
3636,,4549.939443,2189.514345,
3636.5,,4446.350567,2172.637376,
3637,,4792.192344,2180.919440,
3637.5,,4863.454943,2211.275441,
3638,,4364.869525,2177.412651,
3638.5,,4856.961367,2200.835290,
3639,,4783.905204,2256.195896,
3639.5,,5123.978013,2234.418276,
3640,,4523.111669,2199.751986,
3640.5,,4320.615316,2158.903771,
3641,,3703.372043,2115.988282,
3641.5,,2498.845528,1968.637296,
3642,,3578.735372,1994.489346,
3642.5,,4268.873806,2167.451873,
3643,,4873.043559,2205.780201,
3643.5,,4377.947272,2204.323684,
3644,,4487.662461,2190.835487,
3644.5,,4442.924414,2198.793559,
3645,,4063.629966,2185.878220,
3645.5,,4672.497864,2187.646365,
3646,,4631.227681,2209.826928,
3646.5,,4583.599205,2226.341877,
3647,,4464.430555,2216.297361,
3647.5,,4514.703475,2193.096889,
3648,,3948.253763,2155.744514,
3648.5,,4289.590708,2172.919179,
3649,,4294.439535,2174.884747,
3649.5,,4092.999394,2133.979366,
3650,,4596.468189,2180.448535,
3650.5,,4151.982147,2177.579995,
3651,,4653.892414,2185.037203,
3651.5,,4304.618087,2198.423583,
3652,,4303.115681,2179.031505,
3652.5,,4836.935316,2223.042896,
3653,,4137.335493,2186.947004,
3653.5,,3981.203604,2169.438396,
3654,,3862.235715,2139.982233,
3654.5,,4019.420552,2179.697098,
3655,,4292.518438,2164.459991,
3655.5,,3750.791729,2121.519694,
3656,,4148.358107,2140.203559,
3656.5,,4089.578891,2169.166782,
3657,,4290.178971,2161.320456,
3657.5,69.266244,3944.032256,2143.208972,1998.112515
3658,80.681920,4021.759250,2138.334881,2200.097425
3658.5,110.082130,3548.395484,2084.150506,2756.166996
3659,,2916.171833,2038.144194,
3661.5,,1568.561538,1840.084615,
3662,,1704.595615,1845.051012,
3662.5,,3362.132126,1977.242124,
3663,,4343.827559,2130.667619,
3663.5,,4164.617465,2144.288049,
3664,,4027.330123,2150.303603,
3664.5,,4525.295874,2166.641540,
3665,,4549.314586,2163.206778,
3665.5,,3868.507339,2117.257181,
3666,,3805.986517,2086.893857,
3666.5,,3881.621944,2109.872556,
3667,,3930.088662,2104.485940,
3667.5,,3531.034084,2102.558283,
3668,,3565.239405,2068.144403,
3668.5,,3795.645271,2122.809830,
3669,,3591.530214,2094.034463,
3669.5,,4342.782687,2174.077596,
3670,,4796.510526,2158.486384,
3670.5,,5153.367255,2185.388491,
3671,,4103.261015,2162.671450,
3671.5,,4383.719929,2172.763983,
3672,,3902.193834,2146.294824,
3672.5,,3920.075975,2131.062235,
3673,,3623.288181,2101.385432,
3673.5,,4532.549924,2160.187324,
3674,,4449.601004,2185.885860,
3674.5,,4457.402948,2216.599784,
3675,,4246.370476,2208.153237,
3675.5,,4075.273758,2160.245545,
3676,,4583.295710,2184.989370,
3676.5,,4482.600119,2192.782790,
3677,,4038.712912,2190.755740,
3677.5,,4190.360133,2173.143404,
3678,,4437.164773,2201.569755,
3678.5,,3621.571883,2171.004911,
3679,,4244.585838,2174.770137,
3679.5,,4179.035901,2160.732055,
3680,,3983.355779,2196.636721,
3680.5,,4038.317295,2175.173138,
3681,,4498.444551,2199.208500,
3681.5,,3714.740660,2166.196776,
3682,,4122.119380,2140.929831,
3682.5,,4339.185725,2183.409962,
3683,,4458.770066,2198.590317,
3683.5,,4360.900834,2186.515673,
3684,,4590.121785,2176.866298,
3684.5,,4142.221377,2193.667137,
3685,,3983.014206,2205.945700,
3685.5,,3984.202930,2193.268364,
3686,,4537.741061,2193.358274,
3686.5,,4237.998898,2180.362940,
3687,,4426.675117,2188.879379,
3687.5,,3976.981064,2185.244304,
3688,,3940.429517,2194.934384,
3688.5,,4255.454646,2183.053729,
3689,,4669.127948,2183.617560,
3689.5,,4471.417417,2196.576445,
3690,,4510.736628,2195.851581,
3690.5,,4126.264066,2195.474263,
3691,,3847.540136,2196.260342,
3691.5,,4138.196104,2206.337025,
3692,,4038.544070,2170.720274,
3692.5,,4331.532595,2202.788744,
3693,,4316.312085,2201.886599,
3693.5,,4370.912152,2216.293944,
3694,,3632.062903,2225.390524,
3694.5,,4307.246007,2214.724485,
3695,,4348.419498,2188.666100,
3695.5,,4089.549260,2185.895407,
3696,,4363.898302,2213.405463,
3696.5,,4077.742595,2200.505862,
3697,,4110.210101,2226.762346,
3697.5,,4118.082130,2199.515584,
3698,,4410.439024,2223.316168,
3698.5,,4699.378769,2180.161906,
3699,,4386.014994,2196.400870,
3699.5,,3958.815331,2186.463382,
3700,,4392.164791,2177.566601,
3700.5,,4009.984254,2188.888170,
3701,,3732.211640,2184.881513,
3701.5,,4370.629965,2211.718462,
3702,,4353.878867,2177.316612,
3702.5,,3980.158894,2180.648733,
3703,,4113.504793,2173.728534,
3703.5,,4046.244842,2161.581210,
3704,,3976.728681,2166.795375,
3704.5,,4000.265627,2203.490476,
3705,,4050.336260,2183.542804,
3705.5,,3898.378776,2189.669118,
3706,,3910.044802,2218.159698,
3706.5,,4041.176589,2213.306892,
3707,,3975.818385,2207.889351,
3707.5,,3522.534568,2165.669743,
3708,,4195.521062,2191.223903,
3708.5,,4299.963971,2222.574079,
3709,,3858.661782,2212.034947,
3709.5,,4213.368364,2212.984340,
3710,,3852.788238,2201.741377,
3710.5,,3868.022123,2205.070329,
3711,,4217.695428,2239.634689,
3711.5,,4286.715257,2215.062141,
3712,,3905.000734,2235.242014,
3712.5,,3962.045781,2206.456433,
3713,,3584.167287,2199.038840,
3713.5,,4254.001795,2231.716063,
3714,,3714.860114,2241.358604,
3714.5,,4133.342265,2239.022138,
3715,,4022.619770,2249.077925,
3715.5,,4082.209277,2222.938048,
3716,,4092.717315,2225.633422,
3716.5,,3922.273260,2215.235533,
3717,,4011.523197,2223.894476,
3717.5,,3868.744035,2189.781824,
3718,,4157.634295,2236.916669,
3718.5,,4250.513467,2210.529920,
3719,,4207.604479,2215.986907,
3719.5,,4266.081246,2226.933430,
3720,,3744.858942,2230.691188,
3720.5,,3824.065499,2229.965355,
3721,,3794.788469,2206.456731,
3721.5,,3440.751428,2164.698357,
3722,,3705.372309,2226.732207,
3722.5,,4108.869777,2218.391124,
3723,,4099.734820,2239.499511,
3723.5,,4093.868637,2238.626603,
3724,,4212.259232,2246.493325,
3724.5,,4224.017544,2254.302762,
3725,,4323.917091,2249.542911,
3725.5,,3962.165162,2210.084390,
3726,,3784.650936,2211.010412,
3726.5,,4329.344002,2259.890651,
3727,,4076.256127,2244.209069,
3727.5,,4362.732205,2236.450875,
3728,,4217.755898,2216.701119,
3728.5,,4029.382483,2209.768023,
3729,,3930.035669,2197.794334,
3729.5,,3977.674235,2197.715533,
3730,,3878.319617,2227.486309,
3730.5,,3967.739057,2198.716365,
3731,,4270.397467,2226.533050,
3731.5,,4414.133211,2232.141050,
3732,,4064.017303,2200.330426,
3732.5,,4383.971089,2232.785218,
3733,,4244.708095,2189.326231,
3733.5,,4558.506211,2215.701542,
3734,,4235.019778,2185.113575,
3734.5,,4250.275315,2186.529187,
3735,,4360.509045,2207.565020,
3735.5,,4469.195245,2219.246649,
3736,,4426.767954,2223.841200,
3736.5,,4202.274492,2201.679515,
3737,,4247.945109,2201.505153,
3737.5,,4226.670012,2204.914375,
3738,,3988.328750,2196.273029,
3738.5,,4143.518494,2215.768306,
3739,,4293.854727,2211.173175,
3739.5,,4213.717181,2216.960494,
3740,,4075.149269,2197.247118,
3740.5,,3884.412265,2191.440394,
3741,,4030.715479,2210.285503,
3741.5,,4053.026005,2200.382112,
3742,,4221.217572,2197.074586,
3742.5,,3859.816564,2163.455870,
3743,,4406.471254,2189.984666,
3743.5,,3862.293286,2228.407122,
3744,,3905.317316,2202.402316,
3744.5,,3930.954928,2194.996938,
3745,,4080.240474,2186.830225,
3745.5,,4075.286780,2191.404027,
3746,,4343.488168,2176.752563,
3746.5,,4417.755761,2154.436981,
3747,,4000.262514,2175.412657,
3747.5,,3947.901006,2163.639126,
3748,,4185.302329,2161.504177,
3748.5,,4246.827780,2164.075398,
3749,,4553.286051,2162.856781,
3749.5,,4155.659661,2185.495667,
3750,,3840.332543,2146.111303,
3750.5,122.700000,3984.091629,2126.656647,1844.300000
3751,122.586843,3736.631634,2129.937144,790.913889
3751.5,123.101647,3678.792161,2120.240949,812.860603
3752,118.306269,3042.523811,2070.908534,1794.946318
3752.5,114.929494,3425.229981,2080.664435,2367.267429
3753,,4173.675299,2190.816038,
3753.5,,3769.209080,2243.463863,
3754,,3129.800000,2207.100000,
3756.5,,4135.718321,2247.730130,
3757,,3922.273471,2233.092719,
3757.5,,3970.366870,2240.776630,
3758,,4201.745983,2244.690895,
3758.5,,4068.751980,2242.008243,
3759,,4006.818498,2242.516243,
3759.5,,4150.153874,2233.230734,
3760,,3889.740689,2244.288197,
3760.5,,3712.166451,2242.929990,
3761,,3352.979941,2240.012532,
3761.5,,3908.911784,2255.078480,
3762,,3819.733525,2245.669090,
3762.5,,4079.272527,2249.726415,
3763,,3815.088678,2245.598845,
3763.5,,3932.109797,2250.756470,
3764,,3981.442866,2237.876882,
3764.5,,3919.361811,2251.706350,
3765,,4002.250257,2243.991978,
3765.5,,4546.793346,2259.341160,
3766,,4047.447728,2247.060099,
3766.5,,3889.424691,2276.766225,
3767,,3946.530660,2249.416148,
3767.5,,3877.179827,2263.050053,
3768,,3929.589270,2248.050844,
3768.5,,3837.093794,2264.829156,
3769,,3790.546464,2259.699148,
3769.5,,4147.330773,2255.241992,
3770,,3985.747203,2253.332045,
3770.5,,3613.065945,2246.217239,
3771,,3819.361297,2243.660153,
3771.5,,3464.715913,2250.789462,
3772,,3810.617974,2239.336167,
3772.5,,3594.100741,2239.264843,
3773,,3571.126584,2247.343361,
3773.5,,3900.082289,2242.216786,
3774,,3774.994704,2248.265519,
3774.5,,3809.583719,2243.107695,
3775,,3689.540866,2246.485024,
3775.5,,3741.630622,2236.736642,
3776,,3848.528656,2250.750857,
3776.5,,3439.161531,2238.176146,
3777,,3729.216896,2247.268299,
3777.5,,3825.409988,2240.176076,
3778,,3889.555603,2263.776767,
3778.5,,4022.924364,2239.969064,
3779,,3672.601175,2269.270718,
3779.5,,3642.601988,2251.559763,
3780,,3514.968206,2254.789434,
3780.5,,3731.006097,2247.300373,
3781,,3810.893229,2270.363096,
3781.5,,3897.464799,2296.849789,
3782,,3856.318403,2284.649783,
3782.5,,4033.509084,2313.435756,
3783,,3914.511504,2279.446685,
3783.5,,4050.240222,2304.221069,
3784,,3955.525703,2265.344061,
3784.5,,3903.242588,2305.034221,
3785,,3589.866084,2268.107931,
3785.5,,4284.272021,2279.067295,
3786,,3705.758205,2268.147916,
3786.5,,3438.179758,2225.102579,
3787,,3848.238382,2258.636338,
3787.5,,3637.966358,2240.772370,
3788,,3789.796707,2254.880718,
3788.5,,4298.936948,2292.130503,
3789,,4481.712739,2289.816131,
3789.5,,3918.790506,2293.338000,
3790,,4177.601283,2303.582407,
3790.5,,3788.127334,2282.508093,
3791,,3852.128768,2306.254482,
3791.5,,3802.748677,2290.733808,
3792,,3739.949658,2277.931407,
3792.5,,3734.785654,2269.959560,
3793,,3793.899509,2260.242718,
3793.5,,3445.304033,2250.935537,
3794,,3158.726093,2196.653574,
3794.5,,3455.820577,2213.315508,
3795,,3626.399996,2226.042967,
3795.5,,4527.741012,2252.484793,
3796,,4167.226856,2287.455411,
3796.5,,4254.178443,2329.771878,
3797,,3796.042753,2264.614736,
3797.5,,3480.403935,2281.217888,
3798,,3629.911624,2296.245925,
3798.5,,3896.717363,2309.267695,
3799,,4423.959594,2328.801298,
3799.5,,3851.005009,2295.720795,
3800,,4155.979832,2291.957534,
3800.5,,3882.264307,2294.936619,
3801,,4506.000390,2289.206973,
3801.5,,3830.761012,2304.002634,
3802,,4011.516776,2295.968982,
3802.5,,4217.396856,2267.607443,
3803,,4298.561298,2294.172145,
3803.5,,4377.582193,2301.415472,
3804,,3983.413114,2295.615511,
3804.5,,4647.868365,2293.238335,
3805,,4443.312468,2294.742179,
3805.5,,4319.022155,2292.184133,
3806,,4071.935878,2291.176846,
3806.5,,3713.838418,2278.894823,
3807,,4171.974207,2295.379428,
3807.5,,4074.283893,2278.579444,
3808,,3870.934531,2263.707257,
3808.5,,4225.697290,2301.806348,
3809,,3970.967529,2280.393776,
3809.5,,4182.854928,2289.780092,
3810,,4223.169659,2282.002578,
3810.5,,4290.969739,2252.467825,
3811,,4293.336422,2230.837687,
3811.5,,4243.107384,2242.942159,
3812,,4476.142729,2248.295021,
3812.5,,4282.502193,2246.414857,
3813,,4574.764184,2254.721235,
3813.5,,4275.484713,2238.277424,
3814,,4459.712499,2250.415177,
3814.5,,4713.651892,2268.543686,
3815,,4642.669514,2278.927330,
3815.5,,4894.455870,2260.747650,
3816,,4587.803550,2267.662308,
3816.5,,4464.979498,2266.408529,
3817,,4345.119663,2247.008574,
3817.5,,4041.029008,2272.331454,
