MD(ft),Hookload(kips),Torque(klb-ft),SPP(psi)
3620.5,,5396.229746,2424.901109
3621,,5181.433338,2389.754157
3621.5,,5379.163061,2417.043010
3622,,5576.501879,2405.591476
3622.5,,5527.367684,2436.853845
3623,,5301.382391,2368.540704
3623.5,,5467.640794,2364.908637
3624,,5598.264460,2383.398182
3624.5,,5706.455796,2394.587220
3625,,5920.652424,2417.868215
3625.5,,5926.085364,2403.158246
3626,,5567.763584,2402.519381
3626.5,,5745.406623,2318.262694
3627,,5958.193319,2363.805374
3627.5,,6179.184951,2363.675073
3628,,5688.031756,2382.548951
3628.5,,5690.067732,2378.175924
3629,,5888.663377,2352.926973
3629.5,,5651.319238,2371.707736
3630,,5583.492354,2390.751893
3630.5,,5566.233190,2359.920571
3631,,5878.727029,2342.837847
3631.5,,5725.883625,2351.157307
3632,,5808.074698,2360.064898
3632.5,,5907.656598,2374.938896
3633,,5658.909595,2374.418954
3633.5,,5804.921543,2339.457484
3634,,5915.674239,2331.770007
3634.5,,6069.490010,2336.078549
3635,,5812.280107,2345.305195
3635.5,,5868.309360,2377.245467
3636,,5787.746699,2391.068505
3636.5,,5873.552886,2357.685958
3637,,5942.450714,2386.120295
3637.5,,5717.982290,2378.593640
3638,,5500.103262,2390.553731
3638.5,,5660.777464,2365.085465
3639,,5627.401311,2368.485355
3639.5,,5130.945329,2340.612854
3640,,5341.484949,2367.561718
3640.5,,5317.755629,2367.224683
3641,,5523.085532,2388.836593
3641.5,,5648.629390,2369.107115
3642,,5691.568651,2359.188166
3642.5,,5682.796284,2362.693101
3643,,5554.360107,2368.204173
3643.5,,6277.843958,2386.784781
3644,,6512.115695,2369.661816
3644.5,,6081.957498,2397.731014
3645,,6013.434344,2370.470850
3645.5,,6054.203685,2350.395719
3646,,5757.032245,2370.560337
3646.5,,5941.271818,2355.322614
3647,,6283.198771,2343.399804
3647.5,,6057.995771,2355.684730
3648,,5890.809921,2382.025500
3648.5,,5145.541062,2387.869717
3649,,5689.551501,2343.496864
3649.5,,5529.729802,2359.239139
3650,,5795.274079,2368.319491
3650.5,,5516.642218,2423.261409
3651,,5630.436114,2431.371523
3651.5,,5567.773902,2431.196558
3652,,5550.528496,2415.180099
3652.5,,5581.473904,2379.894817
3653,,5643.721169,2369.837344
3653.5,,5727.231457,2400.665129
3654,,5335.262204,2467.944428
3654.5,,5603.031055,2451.522747
3655,,5306.004876,2451.056573
3655.5,,5924.882895,2482.354738
3656,,5838.952453,2485.439599
3656.5,,5618.905917,2440.690216
3657,,5523.200007,2383.375466
3657.5,,5870.725452,2369.724020
3658,,5672.697938,2378.406549
3658.5,,5384.035221,2399.385603
3659,,5974.172066,2416.420585
3659.5,,5634.477535,2402.169003
3660,,5698.746144,2418.685602
3660.5,,5478.842483,2423.195517
3661,,5924.154017,2406.631021
3661.5,,5499.781520,2419.656268
3662,,5944.321217,2421.895884
3662.5,,5663.596959,2419.047274
3663,,5928.648462,2434.572948
3663.5,,5722.434087,2456.551367
3664,,5512.342579,2447.529041
3664.5,,5241.329442,2401.594865
3665,,5066.167993,2358.932897
3665.5,,5418.191043,2360.353089
3666,,5967.729616,2373.358121
3666.5,,5599.137851,2390.578493
3667,,5779.541338,2447.267677
3667.5,,6111.065732,2440.728076
3668,,5776.468111,2461.027494
3668.5,,6020.685627,2429.658705
3669,,5493.305662,2455.677844
3669.5,,5928.799588,2429.732779
3670,,5978.354016,2420.056343
3670.5,,6102.637536,2449.999000
3671,,5829.199179,2453.512118
3671.5,,5936.723530,2440.429665
3672,,5716.363974,2457.541283
3672.5,,5903.926058,2438.249227
3673,,5705.577212,2447.690326
3673.5,,6037.063057,2455.651865
3674,,4996.330921,2517.394976
3674.5,,5016.988366,2477.988970
3675,,6126.825872,2479.770247
3675.5,,6027.521198,2452.403687
3676,,6400.120967,2460.882791
3676.5,,6034.482980,2468.204252
3677,,6084.720282,2462.284970
3677.5,,5783.989951,2462.505559
3678,,5742.062557,2453.727359
3678.5,,5806.887725,2417.898668
3679,,5940.391170,2469.972927
3679.5,,6014.338875,2505.078221
3680,,5997.054275,2510.612257
3680.5,,5774.879225,2471.445086
3681,,5888.904956,2473.328152
3681.5,,5741.816192,2481.963947
3682,,5590.138870,2497.865541
3682.5,,6143.819500,2488.609106
3683,,5877.253965,2502.769615
3683.5,,5594.861339,2497.457300
3684,,5869.642289,2502.272112
3684.5,,5796.004082,2481.278708
3685,,5514.569187,2411.681014
3685.5,112.789046,5615.851156,2302.666574
3686,113.383708,5457.887697,2300.698040
3686.5,110.703869,5582.004508,2288.217900
3687,108.371095,5175.896524,1991.150787
3687.5,108.584196,5174.684390,1964.106405
3688,,5981.281695,2271.795316
3688.5,,5566.555885,2298.709141
3689,,6443.909429,2362.652700
3689.5,,6309.373784,2422.893107
3690,,6055.289014,2446.694649
3690.5,,5988.847086,2446.875094
3691,,5960.154364,2469.745424
3691.5,,5695.548575,2444.552127
3692,,5475.902017,2433.000625
3692.5,,5788.197959,2452.090814
3693,,6187.178360,2420.574546
3693.5,,6048.645710,2454.230235
3694,,5880.730184,2428.208848
3694.5,,5647.023872,2471.750163
3695,,5964.280287,2462.153504
3695.5,,5487.389259,2398.280686
3696,,5766.592582,2346.497933
3696.5,,6241.877527,2352.447020
3697,,5966.355855,2353.995277
3697.5,,5929.831938,2341.333972
3698,,5717.892753,2330.488641
3698.5,,5864.816427,2353.879865
3699,,5763.292528,2349.539505
3699.5,,5776.480528,2375.944802
3700,,5587.725828,2340.093038
3700.5,,6027.569492,2279.900003
3701,,5941.456615,2354.280150
3701.5,,5736.986152,2305.730177
3702,,5379.502904,2237.135237
3702.5,,5252.349727,2243.507645
3703,,5171.279465,2231.671963
3703.5,,5707.166631,2232.411715
3704,,5179.258557,2219.111722
3704.5,,5701.469640,2215.354695
3705,,5237.265905,2214.962745
3705.5,,5445.484023,2187.760606
3706,,5192.551251,2193.960621
3706.5,,5273.804367,2188.572696
3707,,5101.066301,2183.316779
3707.5,,4866.519877,2208.206885
3708,,5120.949523,2200.523820
3708.5,,5406.537218,2199.797447
3709,,5136.237293,2215.539552
3709.5,,5701.512745,2293.487070
3710,,5398.633630,2295.762440
3710.5,,5080.243242,2255.636151
3711,,4970.894543,2243.841120
3711.5,,5282.627550,2232.595895
3712,,5122.965870,2204.981542
3712.5,,5225.513924,2239.525615
3713,,5308.333850,2251.546565
3713.5,,5146.935634,2210.282051
3714,,5119.639912,2224.200695
3714.5,,5190.539962,2233.778780
3715,,5606.980265,2222.865503
3715.5,,5358.484836,2199.888996
3716,,5656.541681,2213.703533
3716.5,,5701.341169,2228.219867
3717,,5618.737687,2237.045498
3717.5,,5575.239684,2249.150069
3718,,5569.349074,2235.642059
3718.5,,5681.288113,2226.524553
3719,,5476.026128,2231.172257
3719.5,,5304.325525,2191.944575
3720,,5806.224897,2187.491694
3720.5,,5503.966447,2206.547411
3721,,5731.533112,2259.037979
3721.5,,5499.726336,2253.742305
3722,,5704.824752,2251.226608
3722.5,,5489.825962,2233.194210
3723,,5555.786096,2240.230342
3723.5,,6089.733183,2297.935807
3724,,5498.705311,2244.915110
3724.5,,5343.432350,2259.301647
3725,,5367.659521,2201.930930
3725.5,,5743.703882,2193.485832
3726,,5499.533906,2201.333940
3726.5,,5002.109239,2210.349307
3727,,5202.294995,2190.359493
3727.5,,5059.234758,2192.854702
3728,,5216.567358,2183.791659
3728.5,,5336.590600,2221.482219
3729,,5151.958038,2216.026708
3729.5,,5343.555771,2213.874880
3730,,4896.700467,2194.908525
3730.5,,5171.509696,2178.342003
3731,,5366.995280,2180.910048
3731.5,,5257.589406,2181.924163
3732,,4917.582066,2196.750155
3732.5,,5226.542440,2194.445177
3733,,5271.346790,2193.327004
3733.5,,5307.359637,2198.702461
3734,,5323.952310,2193.770587
3734.5,,5415.709188,2193.312361
3735,,5352.452145,2212.609595
3735.5,,4950.389944,2234.031405
3736,,4931.245188,2228.929466
3736.5,,5087.700455,2212.555896
3737,,5176.092562,2211.311866
3737.5,,4898.807736,2184.006969
3738,,5382.463855,2200.184755
3738.5,,5503.884671,2228.446636
3739,,5371.412252,2232.790059
3739.5,,5100.112119,2204.949408
3740,,5108.999683,2205.864526
3740.5,,4897.897915,2223.824143
3741,,5026.350626,2241.585875
3741.5,,5553.978191,2254.354303
3742,,5433.801292,2280.093904
3742.5,,5524.563423,2275.168558
3743,,5132.523345,2256.998750
3743.5,,5333.759271,2245.331320
3744,,5101.237160,2237.263760
3744.5,,5093.372412,2236.494482
3745,,5108.299477,2254.065951
3745.5,,5215.303010,2259.351449
3746,,5554.006895,2271.940322
3746.5,,5921.172768,2270.505919
3747,,5597.538903,2250.121163
3747.5,,5306.370961,2253.188886
3748,,5387.955660,2270.815711
3748.5,,5388.892123,2272.850073
3749,,5622.112130,2257.496292
3749.5,,5689.742823,2262.949791
3750,,5619.402124,2266.005214
3750.5,,5380.422159,2254.860962
3751,,5512.387136,2266.457404
3751.5,,5572.824893,2267.780119
3752,,5660.362829,2290.507711
3752.5,,5791.610731,2280.505914
3753,,5816.026333,2277.003151
3753.5,,5605.058116,2333.486007
3754,,5815.237099,2299.559317
3754.5,,5511.951087,2291.641489
3755,,5697.732829,2276.037225
3755.5,,5559.524825,2276.567617
3756,,5491.763610,2288.904468
3756.5,,5470.209745,2299.690259
3757,,5703.713084,2337.299242
3757.5,,5965.035580,2335.055524
3758,,5944.601555,2302.919300
3758.5,,6207.444095,2278.140237
3759,,5641.810534,2313.709056
3759.5,,5372.763276,2296.137614
3760,,5790.535956,2322.300623
3760.5,,5515.587294,2290.522713
3761,,5377.585622,2279.566100
3761.5,,5607.758130,2280.851398
3762,,5711.459821,2348.534433
3762.5,,5364.856991,2306.225406
3763,,5639.701821,2350.007778
3763.5,,5662.204864,2323.564850
3764,,5414.841304,2314.911123
3764.5,,5667.244330,2318.109717
3765,,5431.220748,2289.698572
3765.5,,5256.177598,2293.062944
3766,,4510.687531,1925.352111
3766.5,,4644.070556,1927.039772
3767,,5795.476446,2133.239559
3767.5,,5519.907910,2265.417061
3768,,5889.467793,2250.653462
3768.5,,5723.664208,2270.081647
3769,,5887.319697,2289.740550
3769.5,,5523.560803,2310.254208
3770,,5421.413177,2287.226308
3770.5,,5677.157595,2291.026631
3771,,6104.755432,2317.219834
3771.5,,5517.618639,2287.403949
3772,,5810.974612,2298.335192
3772.5,,5855.159761,2305.701396
3773,,5606.829563,2325.861872
3773.5,,5836.450337,2298.886574
3774,,5995.210040,2364.196540
3774.5,,5774.781587,2328.483093
3775,,5665.858884,2329.904157
3775.5,,6156.922869,2392.592956
3776,,5388.141772,2374.429906
3776.5,,5221.954371,2324.100244
3777,,5598.264686,2306.940855
3777.5,,5372.495068,2284.082340
3778,,5337.073371,2270.009446
3778.5,,5053.305011,2223.328908
3779,120.405570,5409.669028,2179.616003
3779.5,120.044431,5176.262999,2157.407344
3780,120.644642,5310.038987,2175.791771
3780.5,120.178126,5242.258369,2081.016834
3781,112.372376,4581.415091,1939.016414
3781.5,112.150000,5362.550943,2054.459871
3782,,6027.114652,2211.176680
3782.5,,6524.663687,2219.684182
3783,,5898.224023,2326.247872
3783.5,,5651.927451,2285.213780
3784,,5787.742126,2214.339790
3784.5,,5442.628879,2167.686271
3785,,5975.269659,2157.353986
3785.5,,6440.362226,2153.886712
3786,,6137.366831,2159.952885
3786.5,,6593.065784,2211.670402
3787,,6224.972624,2269.649553
3787.5,,6602.449211,2323.922888
3788,,6383.919839,2331.156656
3788.5,,6423.982758,2333.394574
3789,,6457.066290,2314.778868
3789.5,,6173.466462,2333.611768
3790,,5938.364217,2274.962673
3790.5,,6204.533071,2315.059940
3791,,5932.257313,2316.386355
3791.5,,5772.070202,2332.237970
3792,,5918.923203,2340.811117
3792.5,,6376.122122,2365.572680
3793,,6816.301116,2381.252607
3793.5,,5838.985701,2413.680790
3794,,6335.580989,2429.264580
3794.5,,6254.084467,2413.404703
3795,,6110.342745,2405.363245
3795.5,,6056.327130,2350.020279
3796,,6170.678645,2356.881385
3796.5,,5973.090356,2358.981517
3797,,5678.329146,2378.145507
3797.5,,5554.274950,2371.346480
3798,,5971.925868,2383.699631
3798.5,,6254.074353,2359.022245
3799,,6054.786124,2390.573540
3799.5,,6548.583118,2398.654210
3800,,6269.271130,2372.405751
3800.5,,5954.071863,2367.667772
3801,,6011.408384,2371.271830
3801.5,,6262.732162,2361.717536
3802,,5517.301706,2386.269399
3802.5,,5984.979959,2404.140240
3803,,6246.581468,2408.028535
3803.5,,6112.639352,2391.558551
3804,,5663.861571,2340.025259
3804.5,,5925.923056,2296.669352
3805,,5711.968687,2374.955613
3805.5,,5693.054654,2409.357304
3806,,5671.145508,2414.097363
3806.5,,5988.882013,2401.476481
3807,,5669.393934,2365.444061
3807.5,,5574.134221,2388.685627
3808,,5456.825260,2335.153086
3808.5,,6184.893253,2347.486215
3809,,6385.550192,2345.142196
3809.5,,5377.636535,2332.800570
3810,,5929.981102,2334.398096
3810.5,,6193.961369,2365.674053
3811,,5997.901421,2379.136243
3811.5,,5958.551567,2361.163301
3812,,5914.100974,2336.123482
3812.5,,6120.901524,2361.576616
3813,,5916.218920,2384.016940
3813.5,,5815.083770,2370.045285
3814,,6187.987766,2381.515808
3814.5,,6182.592149,2349.390153
3815,,5603.335754,2346.523124
3815.5,,5699.352991,2369.890107
3816,,6110.959527,2360.892601
3816.5,,5892.793937,2375.621991
3817,,6644.955439,2374.927633
3817.5,,6531.210949,2356.447035
3818,,6376.558114,2393.570230
3818.5,,6261.370999,2377.767050
3819,,6436.741232,2367.016977
3819.5,,6263.169326,2345.619096
3820,,6360.759234,2346.348588
3820.5,,6265.343931,2340.532826
3821,,6113.700539,2337.674634
3821.5,,6348.110122,2314.372650
3822,,6246.877163,2388.799887
3822.5,,6584.327637,2396.262243
3823,,6951.385908,2400.283084
3823.5,,5889.943649,2398.822075
3824,,5910.048600,2421.690797
3824.5,,6106.236860,2421.516621
3825,,6462.683732,2415.478533
3825.5,,6043.942551,2415.635267
3826,,5973.648077,2420.591415
3826.5,,5974.348173,2403.906901
3827,,6329.883508,2369.124157
3827.5,,6158.934897,2425.106043
3828,,6939.693359,2385.028737
3828.5,,6989.616749,2383.001255
3829,,6379.255569,2371.882369
3829.5,,6060.035021,2405.003363
3830,,5948.457556,2418.793509
3830.5,,6246.343261,2402.339857
3831,,6506.403597,2389.607494
3831.5,,5851.667072,2394.952433
3832,,6503.252120,2395.523416
3832.5,,6197.167201,2381.663533
3833,,6088.911480,2353.222999
3833.5,,6067.898716,2369.790148
3834,,6409.102898,2363.770311
3834.5,,6539.342059,2388.859982
3835,,6031.503781,2443.863849
3835.5,,6050.524271,2424.740416
3836,,5986.969087,2426.242265
3836.5,,6188.189011,2409.422657
3837,,6349.927739,2398.741218
3837.5,,6188.443538,2394.657927
3838,,5733.804968,2385.877585
3838.5,,5792.823840,2402.871520
3839,,5816.647829,2399.623657
3839.5,,6010.024504,2403.941733
3840,,5934.945137,2418.116280
3840.5,,5886.309208,2438.704792
3841,,5754.506690,2386.162809
3841.5,,5549.163843,2368.889529
3842,,6314.086414,2395.362108
3842.5,,6071.472897,2385.921584
3843,,6077.613723,2393.357884
3843.5,,6223.361024,2369.178278
3844,,6054.832794,2388.637390
3844.5,,6329.537253,2445.781885
3845,,6249.407940,2457.556007
3845.5,,6495.212326,2483.392064
3846,,6089.955513,2470.298472
3846.5,,5722.443464,2456.862635
3847,,6135.797699,2488.434841
3847.5,,6386.082146,2471.946707
3848,,6516.793311,2511.195250
3848.5,,6854.506525,2494.409405
3849,,5906.208960,2470.280933
3849.5,,6282.562567,2497.504189
3850,,6478.740406,2490.582558
3850.5,,6036.421079,2462.632899
3851,,5681.852278,2398.220583
3851.5,,6346.885001,2344.842103
3852,,6228.478139,2390.760437
3852.5,,6294.543440,2399.245204
3853,,6774.148773,2466.958747
3853.5,,6357.269947,2502.445106
3854,,6343.737597,2512.218240
3854.5,,6277.157469,2509.025607
3855,,6200.586041,2518.465827
3855.5,,6056.887803,2504.851355
3856,,5931.497468,2505.831433
3856.5,,6299.577020,2468.345870
3857,,6760.471485,2476.062235
3857.5,,6404.449946,2456.644170
3858,,6252.532479,2450.152952
3858.5,,6713.379376,2455.632995
3859,,6564.713030,2469.852841
3859.5,,6433.524839,2487.305436
3860,,6563.714750,2453.717932
3860.5,,6718.542820,2444.960990
3861,,7060.862839,2456.210283
3861.5,,6843.558292,2448.300672
3862,,6743.317320,2461.593109
3862.5,,6885.836238,2443.706929
3863,,6601.543427,2406.002363
3863.5,,6196.468552,2431.908165
3864,,6265.829562,2422.873181
3864.5,,6323.081407,2424.167230
3865,,6371.693084,2414.122550
3865.5,,6229.712607,2417.041774
3866,,6151.294011,2435.043697
3866.5,,6405.217355,2463.090708
3867,,6358.146427,2461.329605
3867.5,,6986.476495,2438.990810
3868,,6402.518422,2427.433002
3868.5,,6269.369761,2415.105763
3869,,6344.222170,2401.960441
3869.5,,6592.038706,2436.147878
3870,,6861.325590,2430.273857
3870.5,,6663.056482,2423.816684
3871,,6777.471416,2456.646871
3871.5,138.400000,6261.347480,2431.632275
3872,138.400000,6307.960580,2418.515380
3872.5,124.601942,6025.657518,2377.337109
3873,124.557929,6159.748843,2362.165696
3873.5,122.208899,6581.607447,2316.543138
3874,114.278244,5570.634465,2016.830935
3874.5,114.391564,5564.304409,1994.338924
3875,,6251.330496,2214.175567
3875.5,,5707.693251,2267.812072
3876,,6392.954288,2320.689314
3876.5,,6162.513795,2322.742095
3877,,6000.338152,2314.663948
3877.5,,6180.261501,2326.746169
3878,,5582.367143,2390.288211
3878.5,,5875.983809,2401.748288
3879,,5568.439586,2376.522165
3879.5,,5938.926398,2371.076341
3880,,6061.263106,2357.412636
3880.5,,6124.539196,2374.289809
3881,,6910.617112,2395.732857
3881.5,,6050.251950,2392.210874
3882,,5778.288078,2373.811772
3882.5,,5946.089716,2399.798789
3883,,5570.763213,2343.693721
3883.5,,5788.107973,2303.466837
3884,,5553.497123,2323.306980
3884.5,,6700.293448,2361.379911
3885,,6035.941929,2419.669553
3885.5,,6114.232621,2424.848921
3886,,5989.586197,2440.765475
3886.5,,6292.985795,2431.917775
3887,,6443.645284,2438.790824
3887.5,,5843.463174,2437.756396
3888,,6461.217868,2409.929441
3888.5,,5856.066824,2423.137952
3889,,5779.099241,2434.849322
3889.5,,5929.441035,2407.121609
3890,,6220.189004,2389.257903
3890.5,,6124.386699,2387.721321
3891,,6333.584310,2393.301968
3891.5,,6234.011342,2383.913248
3892,,5788.346387,2386.156875
3892.5,,6039.952295,2410.860485
3893,,6036.009140,2387.442779
3893.5,,5879.237788,2374.768883
3894,,6285.956538,2376.436891
3894.5,,5956.325319,2375.775705
3895,,5847.547980,2359.451636
3895.5,,6274.568850,2390.781162
3896,,6142.673726,2410.267659
3896.5,,6662.109082,2390.324517
3897,,6989.113131,2396.303160
3897.5,,7008.262948,2403.736685
3898,,5961.600916,2446.759377
3898.5,,6351.957247,2474.394674
3899,,6508.202597,2503.354839
3899.5,,6727.206348,2490.188355
3900,,7208.388061,2471.005331
3900.5,,6681.296556,2479.005075
3901,,6265.181894,2486.547415
3901.5,,6514.955702,2487.684696
3902,,6042.838783,2478.462993
3902.5,,6410.580851,2469.697698
3903,,6334.117969,2500.323126
3903.5,,6227.645189,2473.094792
3904,,6273.992496,2471.611552
3904.5,,6426.647211,2493.846808
3905,,6928.968152,2508.837778
3905.5,,6800.030672,2505.865207
3906,,6972.257874,2515.982101
3906.5,,6948.110188,2537.736574
3907,,6290.517039,2514.648605
3907.5,,5976.311626,2439.412566
3908,,6667.186463,2404.946046
3908.5,,6170.877099,2424.644021
3909,,6525.285082,2410.321903
3909.5,,6443.802564,2423.432479
3910,,6471.398693,2428.513826
3910.5,,6839.544084,2423.287266
3911,,6303.024894,2412.226971
3911.5,,6270.175920,2435.853664
3912,,6299.574780,2423.802531
3912.5,,6806.667611,2412.296461
3913,,6384.326065,2418.468048
3913.5,,6576.883031,2412.739511
3914,,5833.243191,2380.801433
3914.5,,5482.095569,2323.600559
3915,,6187.951648,2342.122137
3915.5,,6479.421803,2349.705928
3916,,6792.571444,2410.963856
3916.5,,6473.574211,2446.654614
3917,,6969.209668,2458.855650
3917.5,,6292.824520,2416.782793
3918,,6453.849832,2434.623171
3918.5,,5901.216291,2476.572591
3919,,5948.259148,2437.517205
3919.5,,6055.054172,2424.237899
3920,,6208.394904,2444.961645
3920.5,,5749.344693,2437.549461
3921,,6439.426111,2420.153009
3921.5,,6411.454508,2438.624459
3922,,5928.314477,2452.738372
3922.5,,6043.222043,2463.055945
3923,,6247.836668,2471.722944
3923.5,,6178.931607,2447.239161
3924,,6274.306022,2458.200966
3924.5,,6193.963551,2484.148777
3925,,6222.900981,2463.562201
3925.5,,6255.642283,2433.605258
3926,,5621.794494,2501.456218
3926.5,,6343.628578,2478.214732
3927,,6235.793563,2482.508648
3927.5,,5810.302473,2465.649255
3928,,6199.956955,2428.269244
3928.5,,6294.819808,2481.815269
3929,,6360.128818,2492.784012
3929.5,,5951.295921,2469.717611
3930,,6264.901675,2455.540095
3930.5,,6238.086026,2444.946859
3931,,6635.225167,2457.395710
3931.5,,5460.062145,2516.542802
3932,,6361.419309,2469.248127
3932.5,,6258.283380,2454.711099
3933,,6387.287369,2450.162355
3933.5,,6382.487370,2468.473391
3934,,6404.066156,2459.052936
3934.5,,5860.023362,2464.636262
3935,,6774.855136,2454.442762
3935.5,,6772.691145,2457.355523
3936,,5929.819590,2461.052086
3936.5,,6324.102238,2482.197968
3937,,6508.556055,2440.949971
3937.5,,6174.809987,2399.969535
3938,,5980.157530,2319.540385
3938.5,,5796.618407,2333.668398
3939,,6440.171868,2333.486893
3939.5,,6747.875152,2325.632658
3940,,6225.561998,2343.334936
3940.5,,6079.994430,2332.617935
3941,,7028.554427,2367.090584
3941.5,,6368.872973,2349.199056
3942,,7356.297044,2335.477817
3942.5,,6437.331412,2368.898063
3943,,6224.464205,2361.239624
3943.5,,6131.253472,2368.991862
3944,,6791.796678,2358.429404
3944.5,,6314.244521,2373.443350
3945,,6090.691579,2331.087981
3945.5,,7424.149280,2265.919389
3946,,6907.686830,2279.051336
3946.5,,6789.284516,2276.933342
3947,,7142.188514,2314.150174
3947.5,,7213.367471,2379.353914
3948,,7344.228126,2373.266009
3948.5,,6352.442935,2373.563453
3949,,7073.732642,2372.024064
3949.5,,6999.977460,2392.917782
3950,,6306.925326,2396.556182
3950.5,,6707.453831,2372.266742
3951,,6498.968756,2402.071332
3951.5,,6117.962814,2407.464214
3952,,6556.704533,2386.981948
3952.5,,6479.267971,2382.745872
3953,,6518.201436,2382.447587
3953.5,,6460.909466,2385.579480
3954,,6792.067420,2372.950983
3954.5,,6721.866895,2400.502160
3955,,6310.061069,2378.255553
3955.5,,6253.726509,2369.631849
3956,,6413.746658,2398.702048
3956.5,,6211.149690,2410.796964
3957,,5924.973291,2398.068663
3957.5,,6294.113526,2393.423944
3958,,6182.608966,2404.537986
3958.5,,6079.969976,2434.575943
3959,,6048.984818,2422.452504
3959.5,,5774.312902,2396.898208
3960,,6243.633359,2407.822963
3960.5,,6417.349818,2426.395801
3961,,6190.958565,2382.764474
3961.5,,5947.147197,2408.939377
3962,,5898.291777,2416.629730
3962.5,,5971.729905,2420.223205
3963,,6826.748939,2415.522851
3963.5,,6363.365064,2440.414824
3964,,6392.622155,2452.499646
3964.5,,6344.550155,2421.027628
3965,,5893.990509,2411.436086
3965.5,,5598.934644,2404.979098
3966,,5456.503106,2328.581352
3966.5,126.100000,6068.731800,2245.142207
3967,124.829387,5738.424546,2270.969833
3967.5,121.884889,5845.567487,2254.781882
3968,116.568959,5522.480593,2107.066436
3968.5,117.242084,5542.585165,2064.660171
3969,,7122.886466,2205.758931
3969.5,,6445.874521,2300.314997
3970,,6216.196641,2378.312516
3970.5,,6333.855882,2397.114136
3971,,7035.299252,2408.240380
3971.5,,6533.994713,2410.509561
3972,,5939.351389,2413.846862
3972.5,,6527.757372,2396.769510
3973,,6608.267731,2372.526719
3973.5,,6371.997657,2389.158614
3974,,5773.736181,2406.068560
3974.5,,6341.168739,2399.986915
3975,,6483.194020,2415.904579
3975.5,,6586.942604,2445.263091
3976,,6303.169773,2469.545655
3976.5,,6546.509265,2420.918329
3977,,6565.072181,2359.529514
3977.5,,6459.629243,2380.700923
3978,,6432.853032,2389.081329
3978.5,,7045.721307,2440.873798
3979,,6453.109021,2449.903477
3979.5,,6162.714236,2423.537514
3980,,5873.769756,2427.042020
3980.5,,6466.016711,2466.564365
3981,,6028.388758,2481.843118
3981.5,,6239.507858,2453.497050
3982,,6646.159163,2458.713256
3982.5,,6458.198141,2446.352953
3983,,6065.976148,2455.081223
3983.5,,6721.909963,2438.400873
3984,,6738.119230,2433.198612
3984.5,,6630.786404,2446.336308
3985,,6239.793325,2426.360490
3985.5,,6389.845363,2422.876949
3986,,6986.947222,2451.555180
3986.5,,6073.387508,2462.522347
3987,,6491.309883,2484.278577
3987.5,,6913.663328,2465.698091
3988,,6408.359337,2487.901404
3988.5,,6079.622425,2473.497810
3989,,5718.210259,2496.429767
3989.5,,6223.283385,2446.541604
3990,,6219.554338,2435.688457
3990.5,,6164.680870,2433.687155
3991,,5939.675246,2442.009994
3991.5,,6065.875569,2420.739153
3992,,6036.359161,2437.025379
3992.5,,6596.269678,2453.668990
3993,,6696.428071,2473.287361
3993.5,,6224.324934,2482.243961
3994,,6183.985313,2443.998347
3994.5,,6400.744938,2427.052301
3995,,6725.111685,2398.387781
3995.5,,6445.177584,2440.985998
3996,,6737.051678,2443.549944
3996.5,,6516.250368,2447.019626
3997,,6634.272363,2457.257824
3997.5,,6224.202986,2423.706335
3998,,6238.201986,2465.513826
3998.5,,7164.551332,2431.322043
3999,,6931.847782,2441.434472
3999.5,,6448.199052,2480.925544
4000,,6468.083327,2475.177409
4000.5,,7019.423664,2431.691872
4001,,6689.373589,2403.243915
4001.5,,6550.823621,2360.043269
4002,,6521.641514,2382.218905
4002.5,,6605.590670,2413.425545
4003,,6774.975656,2404.799960
4003.5,,6250.851267,2400.901422
4004,,6454.246476,2403.903793
4004.5,,7034.210264,2448.351648
4005,,6509.276709,2433.057426
4005.5,,7140.436175,2416.536339
4006,,7090.139485,2416.528774
4006.5,,6705.630842,2413.234936
4007,,7420.756177,2404.252728
4007.5,,6433.045664,2409.767180
4008,,6781.405004,2348.600049
4008.5,,6694.064233,2370.238803
4009,,6426.358634,2379.338411
4009.5,,7231.611644,2394.087189
4010,,6638.463262,2420.822618
4010.5,,6793.036638,2432.262124
4011,,6196.519123,2439.233541
4011.5,,6600.109174,2447.973623
4012,,6828.019709,2463.433001
4012.5,,6778.950308,2442.075078
4013,,6743.576573,2459.000212
4013.5,,6843.679344,2426.918534
4014,,6251.585345,2453.023860
4014.5,,5902.201710,2452.259066
4015,,6228.300855,2415.455086
4015.5,,5985.998023,2409.939956
4016,,5650.294799,2451.935946
4016.5,,6574.000561,2434.663157
4017,,6883.387775,2426.726054
4017.5,,6422.375616,2440.906127
4018,,6756.950317,2373.361389
4018.5,,6301.181819,2391.955366
4019,,6253.560101,2437.312485
4019.5,,6293.765525,2423.185873
4020,,6817.536493,2440.324971
4020.5,,6132.398701,2452.320003
4021,,6084.344474,2456.342379
4021.5,,6912.921069,2438.438183
4022,,6564.877961,2427.343958
4022.5,,6706.419001,2445.893892
4023,,6289.692304,2445.059916
4023.5,,5989.944044,2432.061736
4024,,5875.718574,2438.907101
4024.5,,6509.870476,2444.635851
4025,,7195.801553,2432.501645
4025.5,,6514.388158,2432.219077
4026,,6721.357929,2417.407171
4026.5,,7321.912401,2453.071583
4027,,6583.885856,2446.418465
4027.5,,6483.619557,2454.874704
4028,,6727.429530,2437.122887
